Filtering the log data using "subsystem CONTAINS "dev.contextify""
Timestamp               Ty Process[PID:TID]
2025-11-14 22:52:11.164 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-START] Starting hoover for transcript: 5D145953-F597-4B59-87D9-B758D2D224FB from checkpoint: 0
2025-11-14 22:52:11.165 E  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-PARSE-ERROR] transcript=5D145953-F597-4B59-87D9-B758D2D224FB path=/Users/rob/.claude/projects/-Users-rob-code-projects-contextify-worker-bee/f3403580-4b4c-47c2-b72e-5ad6a743a571.jsonl line=3 reason=<private>
2025-11-14 22:52:11.181 E  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-PARSE-ERROR] transcript=5D145953-F597-4B59-87D9-B758D2D224FB path=/Users/rob/.claude/projects/-Users-rob-code-projects-contextify-worker-bee/f3403580-4b4c-47c2-b72e-5ad6a743a571.jsonl exceeding 25 parse errors, suppressing additional logs
2025-11-14 22:52:11.197 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-READ-EOF] Reached EOF at line 107, outerLoops=9 for transcript: 5D145953-F597-4B59-87D9-B758D2D224FB
2025-11-14 22:52:11.203 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-UPDATE-ROWS] UPDATE affected 1 rows for transcript: 5D145953-F597-4B59-87D9-B758D2D224FB, checkpoint: 107
2025-11-14 22:52:11.203 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [DB-UPDATE] transcript=5D145953-F597-4B59-87D9-B758D2D224FB entries=12 state=complete
2025-11-14 22:52:11.204 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-DONE] Hoovered transcript 5D145953-F597-4B59-87D9-B758D2D224FB: 107 new lines (total: 107) in 39ms (2690/s). ingest_state=complete
2025-11-14 22:52:11.204 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-DONE] ✅ Hoovered transcript: 5D145953-F597-4B59-87D9-B758D2D224FB SHA256: bed28848
2025-11-14 22:52:11.204 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-START] Starting watcher for transcript: 5D145953-F597-4B59-87D9-B758D2D224FB
2025-11-14 22:52:11.204 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-START] Request to watch transcript: 5D145953-F597-4B59-87D9-B758D2D224FB at path: /Users/rob/.claude/projects/-Users-rob-code-projects-contextify-worker-bee/f3403580-4b4c-47c2-b72e-5ad6a743a571.jsonl
2025-11-14 22:52:11.204 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptWatcher] [FSEVENTS-WATCH-START] transcript=5D145953-F597-4B59-87D9-B758D2D224FB path=/Users/rob/.claude/projects/-Users-rob-code-projects-contextify-worker-bee/f3403580-4b4c-47c2-b72e-5ad6a743a571.jsonl
2025-11-14 22:52:11.204 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-DONE] ✅ Now watching transcript: 5D145953-F597-4B59-87D9-B758D2D224FB
2025-11-14 22:52:11.204 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-DONE] ✅ Watcher started for transcript: 5D145953-F597-4B59-87D9-B758D2D224FB
2025-11-14 22:52:11.204 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-COMPLETE] ✅ Discovery complete for transcript: 5D145953-F597-4B59-87D9-B758D2D224FB
2025-11-14 22:52:11.205 I  Contextify[90620:1383fb6] [dev.contextify:FastPathIngestion] [FAST-PATH-ENTRY] processProject started for project: C2AD1C1F-82D8-47B7-B473-EC8192A580CF
2025-11-14 22:52:11.206 I  Contextify[90620:1383fb6] [dev.contextify:FastPathIngestion] [FAST-PATH-TRANSCRIPT] Found 15 transcripts for project C2AD1C1F-82D8-47B7-B473-EC8192A580CF
2025-11-14 22:52:11.206 I  Contextify[90620:1383fb6] [dev.contextify:FastPathIngestion] [FAST-PATH-FILTER] Filtered 15 targets from 15 total transcripts for project C2AD1C1F-82D8-47B7-B473-EC8192A580CF
2025-11-14 22:52:11.206 I  Contextify[90620:1383fb6] [dev.contextify:FastPathIngestion] [FAST-PATH-PROJECT] Processing 5 transcripts for project C2AD1C1F-82D8-47B7-B473-EC8192A580CF
2025-11-14 22:52:11.206 I  Contextify[90620:1383fb6] [dev.contextify:FastPathIngestion] [FAST-PATH-NOTIFY] Transcript 1621E9C3 notifyUI: true (shouldNotifyUI: true)
2025-11-14 22:52:11.206 I  Contextify[90620:1383fb2] [dev.contextify:FastPathIngestion] [FAST-PATH-NOTIFY] Transcript F9091F17 notifyUI: false (shouldNotifyUI: true)
2025-11-14 22:52:11.206 I  Contextify[90620:1383fb5] [dev.contextify:FastPathIngestion] [FAST-PATH-NOTIFY] Transcript 456B0AFC notifyUI: false (shouldNotifyUI: true)
2025-11-14 22:52:11.206 I  Contextify[90620:1383fb1] [dev.contextify:FastPathIngestion] [FAST-PATH-NOTIFY] Transcript B8411B26 notifyUI: false (shouldNotifyUI: true)
2025-11-14 22:52:11.206 I  Contextify[90620:1383e42] [dev.contextify:FastPathIngestion] [FAST-PATH-NOTIFY] Transcript 0FFC14B3 notifyUI: false (shouldNotifyUI: true)
2025-11-14 22:52:11.212 I  Contextify[90620:1383fb2] [dev.contextify:HooverScheduler] [HOOVER-SCHED-START] e9bf5eef-cbc4-40ba-998a-e3d745b967f8.jsonl active=1/6 queued=0
2025-11-14 22:52:11.212 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-START] Discovering transcript: e9bf5eef-cbc4-40ba-998a-e3d745b967f8.jsonl provider: claude.code project: C2AD1C1F-82D8-47B7-B473-EC8192A580CF
2025-11-14 22:52:11.213 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-MISS] e9bf5eef-cbc4-40ba-998a-e3d745b967f8.jsonl (cached mtime: 0.000000, current: 1762907744.074354)
2025-11-14 22:52:11.218 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-UPDATE] e9bf5eef-cbc4-40ba-998a-e3d745b967f8.jsonl: passed
2025-11-14 22:52:11.218 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-PREFLIGHT-PASS] ✅ e9bf5eef-cbc4-40ba-998a-e3d745b967f8.jsonl
2025-11-14 22:52:11.218 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] Upserting transcript record for: e9bf5eef-cbc4-40ba-998a-e3d745b967f8.jsonl
2025-11-14 22:52:11.219 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] ✅ Transcript upserted with ID: F9091F17-7D14-4048-A5C4-C280C92FC5DA
2025-11-14 22:52:11.219 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-START] Starting hoover for transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA
2025-11-14 22:52:11.219 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-START] Starting hoover for transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA from checkpoint: 0
2025-11-14 22:52:11.223 E  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-PARSE-ERROR] transcript=F9091F17-7D14-4048-A5C4-C280C92FC5DA path=/Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/e9bf5eef-cbc4-40ba-998a-e3d745b967f8.jsonl line=12 reason=<private>
2025-11-14 22:52:11.228 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-READ-EOF] Reached EOF at line 25, outerLoops=3 for transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA
2025-11-14 22:52:11.230 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-UPDATE-ROWS] UPDATE affected 1 rows for transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA, checkpoint: 25
2025-11-14 22:52:11.230 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [DB-UPDATE] transcript=F9091F17-7D14-4048-A5C4-C280C92FC5DA entries=6 state=complete
2025-11-14 22:52:11.231 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-DONE] Hoovered transcript F9091F17-7D14-4048-A5C4-C280C92FC5DA: 25 new lines (total: 25) in 11ms (2211/s). ingest_state=complete
2025-11-14 22:52:11.231 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-DONE] ✅ Hoovered transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA SHA256: fdd3bd0e
2025-11-14 22:52:11.231 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-START] Starting watcher for transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA
2025-11-14 22:52:11.231 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-START] Request to watch transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA at path: /Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/e9bf5eef-cbc4-40ba-998a-e3d745b967f8.jsonl
2025-11-14 22:52:11.231 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptWatcher] [FSEVENTS-WATCH-START] transcript=F9091F17-7D14-4048-A5C4-C280C92FC5DA path=/Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/e9bf5eef-cbc4-40ba-998a-e3d745b967f8.jsonl
2025-11-14 22:52:11.231 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-DONE] ✅ Now watching transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA
2025-11-14 22:52:11.231 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-DONE] ✅ Watcher started for transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA
2025-11-14 22:52:11.231 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-COMPLETE] ✅ Discovery complete for transcript: F9091F17-7D14-4048-A5C4-C280C92FC5DA
2025-11-14 22:52:11.231 I  Contextify[90620:1383e42] [dev.contextify:HooverScheduler] [HOOVER-SCHED-START] agent-47a6bb3b.jsonl active=2/6 queued=0
2025-11-14 22:52:11.231 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-START] Discovering transcript: agent-47a6bb3b.jsonl provider: claude.code project: C2AD1C1F-82D8-47B7-B473-EC8192A580CF
2025-11-14 22:52:11.232 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-MISS] agent-47a6bb3b.jsonl (cached mtime: 0.000000, current: 1763068676.898323)
2025-11-14 22:52:11.233 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-UPDATE] agent-47a6bb3b.jsonl: passed
2025-11-14 22:52:11.233 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-PREFLIGHT-PASS] ✅ agent-47a6bb3b.jsonl
2025-11-14 22:52:11.233 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] Upserting transcript record for: agent-47a6bb3b.jsonl
2025-11-14 22:52:11.233 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] ✅ Transcript upserted with ID: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A
2025-11-14 22:52:11.233 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-START] Starting hoover for transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A
2025-11-14 22:52:11.233 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-START] Starting hoover for transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A from checkpoint: 0
2025-11-14 22:52:11.234 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-READ-EOF] Reached EOF at line 2, outerLoops=2 for transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A
2025-11-14 22:52:11.234 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-UPDATE-ROWS] UPDATE affected 1 rows for transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A, checkpoint: 2
2025-11-14 22:52:11.234 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [DB-UPDATE] transcript=1621E9C3-AA16-40DF-9C0F-3937F3BE143A entries=0 state=complete
2025-11-14 22:52:11.235 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-DONE] Hoovered transcript 1621E9C3-AA16-40DF-9C0F-3937F3BE143A: 2 new lines (total: 2) in 1ms (1696/s). ingest_state=complete
2025-11-14 22:52:11.235 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-DONE] ✅ Hoovered transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A SHA256: bb3c6a20
2025-11-14 22:52:11.235 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-START] Starting watcher for transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A
2025-11-14 22:52:11.235 I  Contextify[90620:1383e42] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-START] Request to watch transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A at path: /Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/agent-47a6bb3b.jsonl
2025-11-14 22:52:11.235 I  Contextify[90620:1383e42] [dev.contextify:TranscriptWatcher] [FSEVENTS-WATCH-START] transcript=1621E9C3-AA16-40DF-9C0F-3937F3BE143A path=/Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/agent-47a6bb3b.jsonl
2025-11-14 22:52:11.236 I  Contextify[90620:1383e42] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-DONE] ✅ Now watching transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A
2025-11-14 22:52:11.236 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-DONE] ✅ Watcher started for transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A
2025-11-14 22:52:11.236 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-COMPLETE] ✅ Discovery complete for transcript: 1621E9C3-AA16-40DF-9C0F-3937F3BE143A
2025-11-14 22:52:11.236 I  Contextify[90620:1383fb2] [dev.contextify:HooverScheduler] [HOOVER-SCHED-START] agent-c8dc4879.jsonl active=3/6 queued=0
2025-11-14 22:52:11.236 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-START] Discovering transcript: agent-c8dc4879.jsonl provider: claude.code project: C2AD1C1F-82D8-47B7-B473-EC8192A580CF
2025-11-14 22:52:11.236 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [ORCHESTRATOR-NOTIFY] Posting TranscriptUpdated notification for project: C2AD1C1F-82D8-47B7-B473-EC8192A580CF transcript: 1621E9C3
2025-11-14 22:52:11.236 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-MISS] agent-c8dc4879.jsonl (cached mtime: 0.000000, current: 1762974464.689184)
2025-11-14 22:52:11.238 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-UPDATE] agent-c8dc4879.jsonl: passed
2025-11-14 22:52:11.239 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-PREFLIGHT-PASS] ✅ agent-c8dc4879.jsonl
2025-11-14 22:52:11.239 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] Upserting transcript record for: agent-c8dc4879.jsonl
2025-11-14 22:52:11.239 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] ✅ Transcript upserted with ID: 456B0AFC-7256-4629-BE49-B1AEFEE5888A
2025-11-14 22:52:11.239 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-START] Starting hoover for transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A
2025-11-14 22:52:11.239 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-START] Starting hoover for transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A from checkpoint: 0
2025-11-14 22:52:11.240 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-READ-EOF] Reached EOF at line 2, outerLoops=2 for transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A
2025-11-14 22:52:11.240 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-UPDATE-ROWS] UPDATE affected 1 rows for transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A, checkpoint: 2
2025-11-14 22:52:11.240 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [DB-UPDATE] transcript=456B0AFC-7256-4629-BE49-B1AEFEE5888A entries=0 state=complete
2025-11-14 22:52:11.241 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-DONE] Hoovered transcript 456B0AFC-7256-4629-BE49-B1AEFEE5888A: 2 new lines (total: 2) in 1ms (1870/s). ingest_state=complete
2025-11-14 22:52:11.241 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-DONE] ✅ Hoovered transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A SHA256: 7552096b
2025-11-14 22:52:11.241 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-START] Starting watcher for transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A
2025-11-14 22:52:11.241 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-START] Request to watch transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A at path: /Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/agent-c8dc4879.jsonl
2025-11-14 22:52:11.241 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptWatcher] [FSEVENTS-WATCH-START] transcript=456B0AFC-7256-4629-BE49-B1AEFEE5888A path=/Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/agent-c8dc4879.jsonl
2025-11-14 22:52:11.241 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-DONE] ✅ Now watching transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A
2025-11-14 22:52:11.241 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-DONE] ✅ Watcher started for transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A
2025-11-14 22:52:11.241 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-COMPLETE] ✅ Discovery complete for transcript: 456B0AFC-7256-4629-BE49-B1AEFEE5888A
2025-11-14 22:52:11.241 I  Contextify[90620:1383e42] [dev.contextify:HooverScheduler] [HOOVER-SCHED-START] e554433d-0785-4b56-a65c-41893f24e6fd.jsonl active=4/6 queued=0
2025-11-14 22:52:11.241 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-START] Discovering transcript: e554433d-0785-4b56-a65c-41893f24e6fd.jsonl provider: claude.code project: C2AD1C1F-82D8-47B7-B473-EC8192A580CF
2025-11-14 22:52:11.241 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-MISS] e554433d-0785-4b56-a65c-41893f24e6fd.jsonl (cached mtime: 0.000000, current: 1762907744.073759)
2025-11-14 22:52:11.243 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-UPDATE] e554433d-0785-4b56-a65c-41893f24e6fd.jsonl: passed
2025-11-14 22:52:11.243 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-PREFLIGHT-PASS] ✅ e554433d-0785-4b56-a65c-41893f24e6fd.jsonl
2025-11-14 22:52:11.243 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] Upserting transcript record for: e554433d-0785-4b56-a65c-41893f24e6fd.jsonl
2025-11-14 22:52:11.243 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] ✅ Transcript upserted with ID: B8411B26-F92E-4DD4-8FFB-592A1B171145
2025-11-14 22:52:11.243 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-START] Starting hoover for transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145
2025-11-14 22:52:11.243 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-START] Starting hoover for transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145 from checkpoint: 0
2025-11-14 22:52:11.245 E  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-PARSE-ERROR] transcript=B8411B26-F92E-4DD4-8FFB-592A1B171145 path=/Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/e554433d-0785-4b56-a65c-41893f24e6fd.jsonl line=10 reason=<private>
2025-11-14 22:52:11.260 I  Contextify[90620:1383fb2] [dev.contextify:LLMHealthCheck] LLM health check: PASSED (response: 'I'm sorry, but I cannot comply with')
2025-11-14 22:52:11.260 E  Contextify[90620:1383fb2] [dev.contextify:LLMHealthCheck] ⚠️ Apple Intelligence RECOVERED - Now available
2025-11-14 22:52:11.260 I  Contextify[90620:138327f] [dev.contextify:StatusBar] Apple Intelligence health check result: <private>
2025-11-14 22:52:11.260 I  Contextify[90620:138327f] [dev.contextify:StatusBar] Apple Intelligence: Available ✓
2025-11-14 22:52:11.262 E  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-PARSE-ERROR] transcript=B8411B26-F92E-4DD4-8FFB-592A1B171145 path=/Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/e554433d-0785-4b56-a65c-41893f24e6fd.jsonl exceeding 25 parse errors, suppressing additional logs
2025-11-14 22:52:11.430 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-READ-EOF] Reached EOF at line 717, outerLoops=26 for transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145
2025-11-14 22:52:11.505 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-UPDATE-ROWS] UPDATE affected 1 rows for transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145, checkpoint: 717
2025-11-14 22:52:11.505 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [DB-UPDATE] transcript=B8411B26-F92E-4DD4-8FFB-592A1B171145 entries=169 state=complete
2025-11-14 22:52:11.505 I  Contextify[90620:1383e42] [dev.contextify:HooverEngine] [HOOVER-DONE] Hoovered transcript B8411B26-F92E-4DD4-8FFB-592A1B171145: 717 new lines (total: 717) in 261ms (2739/s). ingest_state=complete
2025-11-14 22:52:11.505 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-DONE] ✅ Hoovered transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145 SHA256: 3aa136ad
2025-11-14 22:52:11.506 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-START] Starting watcher for transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145
2025-11-14 22:52:11.506 I  Contextify[90620:1383e42] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-START] Request to watch transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145 at path: /Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/e554433d-0785-4b56-a65c-41893f24e6fd.jsonl
2025-11-14 22:52:11.506 I  Contextify[90620:1383e42] [dev.contextify:TranscriptWatcher] [FSEVENTS-WATCH-START] transcript=B8411B26-F92E-4DD4-8FFB-592A1B171145 path=/Users/rob/.claude/projects/-Users-rob-code-personal-job-hunt-2025/e554433d-0785-4b56-a65c-41893f24e6fd.jsonl
2025-11-14 22:52:11.506 I  Contextify[90620:1383e42] [dev.contextify:TranscriptWatcher] [WATCHER-WATCH-DONE] ✅ Now watching transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145
2025-11-14 22:52:11.506 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-WATCH-DONE] ✅ Watcher started for transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145
2025-11-14 22:52:11.506 I  Contextify[90620:1383e42] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-COMPLETE] ✅ Discovery complete for transcript: B8411B26-F92E-4DD4-8FFB-592A1B171145
2025-11-14 22:52:11.506 I  Contextify[90620:1383fb2] [dev.contextify:HooverScheduler] [HOOVER-SCHED-START] d416b05f-6684-43da-831f-7dfd20d7ac52.jsonl active=5/6 queued=0
2025-11-14 22:52:11.506 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-START] Discovering transcript: d416b05f-6684-43da-831f-7dfd20d7ac52.jsonl provider: claude.code project: C2AD1C1F-82D8-47B7-B473-EC8192A580CF
2025-11-14 22:52:11.506 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-MISS] d416b05f-6684-43da-831f-7dfd20d7ac52.jsonl (cached mtime: 0.000000, current: 1762907744.066697)
2025-11-14 22:52:11.508 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [PREFLIGHT-CACHE-UPDATE] d416b05f-6684-43da-831f-7dfd20d7ac52.jsonl: passed
2025-11-14 22:52:11.508 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-PREFLIGHT-PASS] ✅ d416b05f-6684-43da-831f-7dfd20d7ac52.jsonl
2025-11-14 22:52:11.508 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] Upserting transcript record for: d416b05f-6684-43da-831f-7dfd20d7ac52.jsonl
2025-11-14 22:52:11.509 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-UPSERT] ✅ Transcript upserted with ID: 0FFC14B3-1A50-4EDD-BFCF-A76304A60ED8
2025-11-14 22:52:11.509 I  Contextify[90620:1383fb2] [dev.contextify:TranscriptOrchestrator] [TRANS-DISC-HOOVER-START] Starting hoover for transcript: 0FFC14B3-1A50-4EDD-BFCF-A76304A60ED8
2025-11-14 22:52:11.509 I  Contextify[90620:1383fb2] [dev.contextify:HooverEngine] [HOOVER-START] Starting hoover for transcript: 0FFC14B3-1A50-4EDD-BFCF-A76304A60ED8 from checkpoint: 0
